FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,cooperative_nom,cooperative_statut,cooperative_type,geometry
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a9,Plateaux,Akébou,Akébou 2,Kamina-Akébou,Lakouda,Coopérative Ezouwe,"{Cooperative production,tontine,entraide}",Cooperative simple,POINT (0.9819340243308653 7.964885098322519)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a8,Plateaux,Akébou,Akébou 2,Kamina-Akébou,Anani Cope,Coopérative Gpc Anani Cope,{Cooperative production},Cooperative avec conseil d administration,POINT (1.0338633333333334 7.949468333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a7,Plateaux,Akébou,Akébou 2,Kamina-Akébou,Anani Cope,Coopérative Gui-vde,{Cooperative production},Cooperative avec conseil d administration,POINT (1.0355533333333333 7.948248333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a6,Plateaux,Haho,Haho 2,Djemegni,Atchankeli,Coopérative lonlonyo,"{Cooperative production,Cooperative transformation}",Nsp,POINT (1.3908431520259814 6.932273738742783)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a5,Plateaux,Haho,Haho 2,Djemegni,Kpove Marche,Coopérative Solideo,{Cooperative production},Nsp,POINT (1.29767 6.965686666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a4,Plateaux,Haho,Haho 2,Djemegni,Adime,Coopérative Akpenamawu,"{Cooperative production,tontine}",Nsp,POINT (1.2553066666666666 6.939269999999999)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a3,Plateaux,Haho,Haho 2,Djemegni,Adime,Coopérative Volonte,{Cooperative production},Nsp,POINT (1.255735 6.937098333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a2,Plateaux,Haho,Haho 2,Djemegni,Kpove,Coopérative la Compassion,"{Cooperative production,small business}",Nsp,POINT (1.2963383333333334 6.965488333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a1,Plateaux,Haho,Haho 2,Djemegni,Kpove,Coopérative Ebenezer,"{Cooperative production,Cooperative transformation,small business}",Nsp,POINT (1.2961632868557849 6.967212122158146)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-60a0,Plateaux,Haho,Haho 2,Djemegni,Tchagba,Coopérative dekawowo,"{Cooperative production,Cooperative transformation}",Cooperative avec conseil d administration,POINT (1.3498466666666666 6.997536666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-609f,Plateaux,Haho,Haho 2,Djemegni,Tsangba,Coopérative Novilonlon,"{Cooperative production,tontine,entraide,small business}",Cooperative avec conseil d administration,POINT (1.3501266666666667 6.988255)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-609e,Plateaux,Haho,Haho 2,Djemegni,Agbedougbe,Coopérative Avegnon,{Cooperative production},Cooperative simple,POINT (1.2740116666666668 6.991918333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-609d,Plateaux,Haho,Haho 2,Djemegni,Kogbedji,Coopérative Novissi 1,{Cooperative production},Cooperative simple,POINT (1.2981016666666667 6.951673333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-609c,Plateaux,Haho,Haho 2,Djemegni,Agbedougbe,Coopérative Amenouveve,"{Cooperative production,autre}",Cooperative avec conseil d administration,POINT (1.2739416666666665 6.991943333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-609b,Plateaux,Haho,Haho 2,Djemegni,Kponou,Coopérative Midoudji,{Cooperative production},Cooperative avec conseil d administration,POINT (1.3344533333333333 6.992375)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-609a,Plateaux,Haho,Haho 2,Djemegni,Kponou,Coopérative Agblegno,"{Cooperative production,tontine}",Cooperative avec conseil d administration,POINT (1.334441163068909 6.992667192237074)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6099,Plateaux,Haho,Haho 2,Djemegni,Kpovegan,Coopérative N'tifafa,{Cooperative production},Cooperative simple,POINT (1.2968833333333334 6.9514949999999995)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6098,Plateaux,Haho,Haho 2,Djemegni,Kpovegan,Coopérative la Solution,{Cooperative production},Cooperative simple,POINT (1.297970273692891 6.951528578918082)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6097,Plateaux,Haho,Haho 2,Djemegni,Wedeme,Coopérative la Paix,{Cooperative production},Cooperative simple,POINT (1.3008033333333333 6.94568)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6096,Plateaux,Haho,Haho 2,Djemegni,Wedeme,Coopérative dekawowo,{Cooperative production},Cooperative simple,POINT (1.3007359294109857 6.945545780106095)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6095,Plateaux,Haho,Haho 2,Djemegni,Ketewa,Coopérative Victoire,{Cooperative production},Cooperative avec conseil d administration,POINT (1.2655516666666666 7.016990000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6094,Plateaux,Haho,Haho 2,Djemegni,Kpakpahoe,Coopérative Novissilele,{Cooperative production},Cooperative avec conseil d administration,POINT (1.3344183333333333 6.992305000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6093,Plateaux,Haho,Haho 2,Djemegni,Kpakpahoe,Coopérative Elom,{Cooperative production},Cooperative avec conseil d administration,POINT (1.3343101234624286 6.992163711450259)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6092,Plateaux,Haho,Haho 2,Djemegni,Kpovegan,Coopérative Novissi 2,{Cooperative production},Cooperative simple,POINT (1.2980900000000002 6.951691666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6091,Plateaux,Haho,Haho 2,Djemegni,Wedeme,Coopérative Novissi,{Cooperative production},Cooperative simple,POINT (1.3007916666666666 6.945715)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6090,Plateaux,Haho,Haho 2,Djemegni,Wedeme,Coopérative Sonamawu,{Cooperative production},Cooperative simple,POINT (1.3008251888072655 6.9455664845460925)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-608f,Plateaux,Haho,Haho 2,Djemegni,Ketoua-cope,Coopérative Evolution,{Cooperative production},Nsp,POINT (1.2648396377593807 7.017655375037798)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-608e,Plateaux,Haho,Haho 2,Djemegni,Agbedougbe,Coopérative la Victoire,{Cooperative production},Nsp,POINT (1.2747565942614554 6.991862392639754)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-608d,Plateaux,Haho,Haho 2,Djemegni,Abalo-cope,Coopérative Abalocope,{Cooperative production},Nsp,POINT (1.2555100000000001 6.983283333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-608c,Plateaux,Haho,Haho 2,Djemegni,Abalo-cope,Coopérative Abalocope,{Cooperative production},Cooperative avec conseil d administration,POINT (1.2554741116686625 6.98334544481068)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-608b,Plateaux,Haho,Haho 2,Djemegni,Atitsohoe,Coopérative lambougue,"{Cooperative production,entraide}",Cooperative avec conseil d administration,POINT (1.2199483333333334 6.905248333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-608a,Plateaux,Amou,Amou 1,Adiva,Adiva,Coopérative Eyadunale,{Cooperative production},Cooperative simple,POINT (1.0207366666666668 7.513068333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6089,Plateaux,Amou,Amou 1,Adiva,Adiva,Coopérative la Patience,{Cooperative production},Cooperative avec conseil d administration,POINT (1.01705 7.511276666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6088,Plateaux,Amou,Amou 1,Adiva,Adina,Coopérative Espoir,{Cooperative production},Cooperative avec conseil d administration,POINT (1.0170366666666666 7.511203333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6087,Plateaux,Amou,Amou 1,Adiva,Adina,Coopérative Edigbo Ekele,{Cooperative production},Cooperative simple,POINT (1.016375 7.510891666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6086,Plateaux,Amou,Amou 1,Imlè-Adiva,Ayome,Coopérative Edigbo-ekele,"{Cooperative production,tontine}",Nsp,POINT (0.9543166666666667 7.491946666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6085,Plateaux,Amou,Amou 1,Imlè-Adiva,Ayome,Coopérative Nakeye,{Cooperative production},Nsp,POINT (0.9546266666666666 7.4914733333333325)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6084,Plateaux,Amou,Amou 1,Imlè-Adiva,Edifou,Coopérative Kuze-kosse,{Cooperative production},Nsp,POINT (0.962445 7.494588333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6083,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Espoir,{Cooperative production},Nsp,POINT (0.99028 7.5055283333333325)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6082,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Izekosse,{Cooperative production},Nsp,POINT (0.9977250000000001 7.506898333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6081,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Jmam,{Cooperative production},Nsp,POINT (0.9953083333333334 7.509218333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6080,Plateaux,Amou,Amou 1,Imlè-Adiva,Ketogna-kope,Coopérative Kouzaledou,"{Cooperative production,tontine,entraide}",Nsp,POINT (0.9486399999999999 7.430063333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-607f,Plateaux,Amou,Amou 1,Imlè-Adiva,Oukle,Coopérative Solim,{Cooperative production},Nsp,POINT (0.9888333333333333 7.46163)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-607e,Plateaux,Amou,Amou 1,Imlè-Adiva,Agbakawlo,Coopérative Secours de l'éternel,"{Cooperative production,entraide}",Nsp,POINT (0.9821676511022297 7.406091228261161)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-607d,Plateaux,Amou,Amou 1,Imlè-Adiva,Agbakawlo,Coopérative la Voix de Dieu,"{Cooperative production,tontine,entraide}",Nsp,POINT (0.9740778234711863 7.409066246234625)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-607c,Plateaux,Amou,Amou 1,Imlè-Adiva,Agbakawlo,Coopérative Jmap,"{Cooperative production,tontine,entraide}",Nsp,POINT (0.9785694454972207 7.40542120582633)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-607b,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Tarsei,{Cooperative production},Nsp,POINT (0.9976883333333333 7.506958333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-607a,Plateaux,Amou,Amou 1,Imlè-Adiva,Eviawou,Coopérative Solim,{Cooperative production},Nsp,POINT (1.0104183333333334 7.448301666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6079,Plateaux,Amou,Amou 1,Imlè-Adiva,Oukle,Coopérative Essowedeo,{Cooperative production},Nsp,POINT (0.9888733333333334 7.461566666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6078,Plateaux,Amou,Amou 1,Imlè-Adiva,Agbakawlo,Coopérative Souroutawl,{Cooperative production},Nsp,POINT (0.9780949999999999 7.404903333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6077,Plateaux,Amou,Amou 1,Imlè-Adiva,Oukle,Coopérative Omaboe,{Cooperative production},Nsp,POINT (0.9778133333333333 7.404926666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6076,Plateaux,Amou,Amou 1,Imlè-Adiva,Dedome,Coopérative Amen,{Cooperative production},Cooperative simple,POINT (0.9822166666666666 7.501701666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6075,Plateaux,Amou,Amou 1,Imlè-Adiva,Dedome,Coopérative Nevaeme,{Cooperative production},Cooperative simple,POINT (0.98221 7.501703333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6074,Plateaux,Amou,Amou 1,Imlè-Adiva,Dedome,Coopérative Amenouveve,{Cooperative production},Cooperative simple,POINT (0.9822666666666666 7.501715)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6073,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Ignezadou,{Cooperative production},Nsp,POINT (0.9901599999999999 7.505363333333334)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6072,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Gnabana,{Cooperative production},Nsp,POINT (0.99049 7.505455)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6071,Plateaux,Amou,Amou 1,Imlè-Adiva,Attilekope,Coopérative Senyo,{Cooperative production},Nsp,POINT (0.9350855226849101 7.409698649968623)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6070,Plateaux,Amou,Amou 1,Imlè-Adiva,Eviawou,Coopérative Essoessinam,{Cooperative production},Nsp,POINT (1.001695 7.438076666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-606f,Plateaux,Amou,Amou 1,Imlè-Adiva,Amoutchi,Coopérative Solim,{Cooperative production},Nsp,POINT (0.9672109260175564 7.435509578933824)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-606e,Plateaux,Amou,Amou 1,Imlè-Adiva,Ketogna-cope,Coopérative Dzidzole,{Cooperative production},Nsp,POINT (0.9513572819707184 7.429747787841235)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-606d,Plateaux,Amou,Amou 1,Imlè-Adiva,Dedome,Coopérative Dignabana,{Cooperative production},Nsp,POINT (0.9790050774146656 7.502731742814602)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-606c,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Nevame,{Cooperative production},Nsp,POINT (0.9913230798283237 7.505955459045181)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-606b,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Polyvalent,{Cooperative production},Nsp,POINT (0.992933857570585 7.507530566810312)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-606a,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Oboe-aba,{Cooperative production},Nsp,POINT (0.9920981178375701 7.506154282715046)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6069,Plateaux,Amou,Amou 1,Imlè-Adiva,Koutoukpa,Coopérative Uccm Aboei,{Cooperative production},Nsp,POINT (0.9955115262934641 7.507192836394341)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6068,Plateaux,Amou,Amou 1,Amlamé (Ouma),One,Coopérative Hezou-koma,{Cooperative production},Cooperative avec conseil d administration,POINT (0.8968683333333334 7.423228333333332)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6067,Plateaux,Amou,Amou 1,Amlamé (Ouma),Adamkope,Coopérative Essossina,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9201533333333334 7.401201666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6066,Plateaux,Amou,Amou 1,Amlamé (Ouma),Ezime,Coopérative Adiavou,{Cooperative production},Nsp,POINT (0.9379500000000001 7.4876966666666664)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6065,Plateaux,Amou,Amou 1,Amlamé (Ouma),Kpete,Coopérative Bon -paysant,{Cooperative production},Nsp,POINT (0.883005 7.4192133333333325)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6064,Plateaux,Amou,Amou 1,Amlamé (Ouma),Abakope,Coopérative Enyo,{Cooperative production},Nsp,POINT (0.9211547643178629 7.401516398610401)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6063,Plateaux,Amou,Amou 1,Amlamé (Ouma),Kpete,Coopérative Nevaeme,{Cooperative production},Nsp,POINT (0.8830183333333333 7.419205)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6062,Plateaux,Amou,Amou 1,Amlamé (Ouma),Ezime,Coopérative Apis-promo,{Cooperative production},Nsp,POINT (0.9394033333333333 7.487356666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6061,Plateaux,Amou,Amou 1,Amlamé (Ouma),Ezime,Coopérative Mawuegnigan,{Cooperative production},Nsp,POINT (0.9358983333333334 7.490726666666665)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6060,Plateaux,Amou,Amou 1,Amlamé (Ouma),Ezime,Coopérative Aboekawu,{Cooperative production},Nsp,POINT (0.9358787702389163 7.490752971124837)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-605f,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadzi Todji 1,Coopérative Itiboe,{Cooperative production},Nsp,POINT (0.8983616666666666 7.450001666666666)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-605e,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji Todji 1,Coopérative Espoir,{Cooperative production},Nsp,POINT (0.8983767789882211 7.450149989014715)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-605d,Plateaux,Amou,Amou 1,Amlamé (Ouma),Adjahoun,Coopérative Panabassa,{Cooperative production},Nsp,POINT (0.9232433333333333 7.481125)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-605c,Plateaux,Amou,Amou 1,Amlamé (Ouma),Gaditodji,Coopérative Koebouekawoudja,{Cooperative production},Nsp,POINT (0.8984016666666667 7.4500183333333325)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-605b,Plateaux,Amou,Amou 1,Amlamé (Ouma),Kpete,Coopérative ESOP Rizerie Amou Sas,"{Cooperative transformation,Cooperative production,ESOP}",Cooperative simple,POINT (0.8768651448626442 7.407454515442918)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-605a,Plateaux,Amou,Amou 1,Amlamé (Ouma),Kpete,Coopérative Dieudonné,{Cooperative production},Cooperative simple,POINT (0.8797916666666666 7.417233333333333)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6059,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Tracteur Marquer Bourgeois,{autre},Cooperative avec conseil d administration,POINT (0.8997185981527986 7.452284004999087)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6058,Plateaux,Amou,Amou 3,Hihéatro,Azafi,Coopérative Izalèdou,Nsp,Nsp,POINT (1.0382133333333334 7.570981666666667)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6057,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Pouwedeou,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9046747014348491 7.451011491216422)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6056,Plateaux,Amou,Amou 1,Amlamé (Ouma),Ezime,Coopérative dekawowo,{Cooperative production},Cooperative avec conseil d administration,POINT (0.937225 7.485830000000001)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6055,Plateaux,Amou,Amou 1,Amlamé (Ouma),Ezime,Coopérative A Dieu la Gloire,{Cooperative production},Cooperative simple,POINT (0.93801 7.4862649999999995)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6054,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amlamé,Coopérative Essianyo,{Cooperative production},Cooperative simple,POINT (0.9026383656155231 7.461842136902947)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6053,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amlamé,Coopérative dekawowonyo,{Cooperative production},Cooperative simple,POINT (0.9030367056042704 7.459247916283484)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6052,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Kouroum lakiwe,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9022130168815589 7.452671637357893)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6051,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Abale,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9011418005092023 7.452793027867156)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6050,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Mivakpo,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9017226131782425 7.45217505145645)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-604f,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Intragroped,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9042018874931202 7.451379850849442)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-604e,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Bouwedeou,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9014777105368357 7.4530118501733265)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-604d,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Monkpokpo,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9004954101387116 7.45342216981372)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-604c,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Gnouleleng,{Cooperative production},Cooperative avec conseil d administration,POINT (0.898878759274919 7.449412458585939)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-604b,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Shakom,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9028165334687632 7.452592946191676)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-604a,Plateaux,Amou,Amou 1,Amlamé (Ouma),Agadji,Coopérative Mawussi,{Cooperative production},Cooperative avec conseil d administration,POINT (0.896639542684285 7.449244855987624)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6049,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amlamé,Coopérative Oboe,{Cooperative production},Cooperative simple,POINT (0.9038584568015581 7.460006361336101)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6048,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amlamé,Coopérative Uccm Donenyo,Nsp,Cooperative avec conseil d administration,POINT (0.9015900835357418 7.4624830053337075)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6047,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amlamé,Coopérative Uccm Izaledou,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9052509147782494 7.465066985386839)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6046,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amlamé,Coopérative Upcm Grenier,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9050954140573448 7.463857409963376)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6045,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amlamé,Coopérative Kekeli,{Cooperative production},Cooperative avec conseil d administration,POINT (0.9115968960538067 7.462077347564271)
_mview_general_chefs_cooperative.fid-7b1c8a4a_193f31e3447_-6044,Plateaux,Amou,Amou 1,Amlamé (Ouma),Amlamé,Coopérative Uccpr Emen,{Cooperative production},Cooperative simple,POINT (0.9110889258244217 7.4621961931764025)
